sen	label	f_w	f_p	f_weight	p_weight
love to everyone i spend carnival with , it be special , it be so live !	0	0	0	[0.12516100704669952, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523, 0.04604416340589523]	[0.1299894154071808, 0.1299894154071808, 0.017592256888747215, 0.01760498620569706, 0.09726431965827942, 0.017593521624803543, 0.017627427354454994, 0.1299893856048584, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824, 0.03686246648430824]
the average man could not handle my haircut	0	0	0	[0.05508558824658394, 0.09425195306539536, 0.0901087149977684, 0.09253633767366409, 0.09129507839679718, 0.034673359245061874, 0.09129507839679718, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874, 0.034673359245061874]	[0.017153974622488022, 0.017155317589640617, 0.09109572321176529, 0.12620243430137634, 0.12673024833202362, 0.042458683252334595, 0.11830049008131027, 0.029581552371382713, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978, 0.03594346344470978]
espn be disapionted that they didnt get the cfl game tonight . it be monday night after all mnf	0	0	0	[0.108078733086586, 0.03975994512438774, 0.108073391020298, 0.03975994512438774, 0.10792869329452515, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774, 0.03975994512438774]	[0.12656360864639282, 0.12656311690807343, 0.11972938477993011, 0.01723197102546692, 0.12656360864639282, 0.017129026353359222, 0.017180930823087692, 0.018346965312957764, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445, 0.03589097410440445]
just get off the horn with clint . tell me he really give a shit what people think . note to twitter	0	0	0	[0.1011526808142662, 0.03721199184656143, 0.1011526808142662, 0.10114990174770355, 0.03721199184656143, 0.1011526808142662, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143, 0.03721199184656143]	[0.1074717566370964, 0.1074717566370964, 0.04250436648726463, 0.02395971119403839, 0.1074717566370964, 0.10744928568601608, 0.10747174173593521, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497, 0.030476894229650497]
user : only take you 14 min to decide ? i can only hope you give the dnc equal time .	0	0	0	[0.039756208658218384, 0.039756208658218384, 0.10800740867853165, 0.039756208658218384, 0.039756208658218384, 0.10806836187839508, 0.10806857794523239, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384, 0.039756208658218384]	[0.06465894728899002, 0.019269028678536415, 0.0753454640507698, 0.0192516278475523, 0.019250819459557533, 0.14224539697170258, 0.14224539697170258, 0.03367738053202629, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187, 0.04033802077174187]
bianca tell me that my hair growin wild son ! we need to go get that cut , i say i know mama .	0	0	0	[0.03661375492811203, 0.05359615013003349, 0.09865907579660416, 0.09948527812957764, 0.03661375492811203, 0.09952650219202042, 0.09952650219202042, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203]	[0.01747545413672924, 0.1282251924276352, 0.017353469505906105, 0.07329702377319336, 0.028635738417506218, 0.11042135953903198, 0.12822502851486206, 0.0600210539996624, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405]
if you appreciate my nerdy tendency the love be real	0	0	0	[0.0372147299349308, 0.0372147299349308, 0.10116012394428253, 0.10116009414196014, 0.10108388215303421, 0.10116000473499298, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308, 0.0372147299349308]	[0.027389099821448326, 0.024246683344244957, 0.1791384071111679, 0.02424851432442665, 0.024263331666588783, 0.035099927335977554, 0.027478879317641258, 0.04853339493274689, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499, 0.05080015957355499]
wait what ? it ' s a cat now ? what be happen ?	0	0	0	[0.03661375492811203, 0.05359615013003349, 0.09865907579660416, 0.09948527812957764, 0.03661375492811203, 0.09952650219202042, 0.09952650219202042, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203, 0.03661375492811203]	[0.01747545413672924, 0.1282251924276352, 0.017353469505906105, 0.07329702377319336, 0.028635738417506218, 0.11042135953903198, 0.12822502851486206, 0.0600210539996624, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405, 0.036362167447805405]
gee wiz what a great day so far . you can cut the tension with a knife and they think im fake great .	1	0	0	[0.10115321725606918, 0.03721218928694725, 0.10114511102437973, 0.03721218928694725, 0.10115321725606918, 0.03721218928694725, 0.10115321725606918, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725, 0.03721218928694725]	[0.15312305092811584, 0.1272270530462265, 0.021495886147022247, 0.02134568989276886, 0.020723016932606697, 0.09315904229879379, 0.02074272930622101, 0.021111231297254562, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057, 0.04342271387577057]
user pres . obama should have say `` freestyle ? be that like dressage on a bike ? ``	0	0	0	[0.08966989815235138, 0.08420073986053467, 0.06725508719682693, 0.03298771381378174, 0.08966989815235138, 0.06426443159580231, 0.08966989815235138, 0.03298771381378174, 0.03298771381378174, 0.08642953634262085, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174, 0.03298771381378174]	[0.13368256390094757, 0.13368277251720428, 0.12968993186950684, 0.01809213124215603, 0.018586304038763046, 0.018313586711883545, 0.0181251373142004, 0.1336473673582077, 0.018185913562774658, 0.018161118030548096, 0.018642639741301537, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051, 0.03791007772088051]
`` well she be pretty ! fifty shade of pretty ! `` user user user	0	0	0	[0.07771116495132446, 0.055544156581163406, 0.032604917883872986, 0.08836299180984497, 0.088629350066185, 0.032604917883872986, 0.088629350066185, 0.088629350066185, 0.032604917883872986, 0.088629350066185, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986, 0.032604917883872986]	[0.017180856317281723, 0.02089846320450306, 0.017177483066916466, 0.01767326146364212, 0.1252758949995041, 0.04251246526837349, 0.125120148062706, 0.11967842280864716, 0.04251246526837349, 0.1184503361582756, 0.02961902692914009, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176, 0.035989001393318176]
just sprain my foot . happy day .	1	0	0	[0.03299304470419884, 0.08967532217502594, 0.03299304470419884, 0.0896843895316124, 0.03299304470419884, 0.03299304470419884, 0.0896843671798706, 0.0896843895316124, 0.08968428522348404, 0.0896843671798706, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884, 0.03299304470419884]	[0.14740486443042755, 0.020674027502536774, 0.01994907855987549, 0.0199496578425169, 0.14740486443042755, 0.01994943432509899, 0.021617889404296875, 0.020012695342302322, 0.03788347914814949, 0.14740486443042755, 0.021539149805903435, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276, 0.041801147162914276]
feel like crap , tomorrow should be great . throat hurt allergy	0	0	0	[0.03277014195919037, 0.08907847851514816, 0.03277014195919037, 0.08069124817848206, 0.08907843381166458, 0.047904808074235916, 0.03277014195919037, 0.08907798677682877, 0.08907847851514816, 0.08907845616340637, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037, 0.03277014195919037]	[0.06214331462979317, 0.14079535007476807, 0.01919723115861416, 0.03935079649090767, 0.01906176470220089, 0.052687130868434906, 0.019070984795689583, 0.14084821939468384, 0.019510876387357712, 0.10727724432945251, 0.0205810759216547, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835, 0.03994181007146835]
wow , kid drink vodka in the back of the room during a lecture . you guy be classy .	1	0	0	[0.0952860563993454, 0.03505378216505051, 0.03505378216505051, 0.09305395185947418, 0.03505378216505051, 0.03505378216505051, 0.09528149664402008, 0.0952858030796051, 0.03505378216505051, 0.0952858030796051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051]	[0.10658810287714005, 0.10657962411642075, 0.014425549656152725, 0.09996410459280014, 0.014425564557313919, 0.10658810287714005, 0.015355431474745274, 0.10397147387266159, 0.035705216228961945, 0.09948365390300751, 0.024876318871974945, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416]
actually goin to school tomorrow ( x	0	0	0	[0.09511175751686096, 0.09468124061822891, 0.09509143233299255, 0.034993380308151245, 0.034993380308151245, 0.09510334581136703, 0.034993380308151245, 0.034993380308151245, 0.09511128813028336, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245, 0.034993380308151245]	[0.10233886539936066, 0.033010952174663544, 0.09337375313043594, 0.01466316170990467, 0.014657633379101753, 0.1082582101225853, 0.1082582101225853, 0.1082582101225853, 0.014651740901172161, 0.040775660425424576, 0.08545435965061188, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666, 0.030699918046593666]
maryland absolutely , positively do the right thing not honor james franklin ' s `` head coach in wait `` status .	0	0	0	[0.0952860563993454, 0.03505378216505051, 0.03505378216505051, 0.09305395185947418, 0.03505378216505051, 0.03505378216505051, 0.09528149664402008, 0.0952858030796051, 0.03505378216505051, 0.0952858030796051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051, 0.03505378216505051]	[0.10658810287714005, 0.10657962411642075, 0.014425549656152725, 0.09996410459280014, 0.014425564557313919, 0.10658810287714005, 0.015355431474745274, 0.10397147387266159, 0.035705216228961945, 0.09948365390300751, 0.024876318871974945, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416, 0.03022630885243416]
i be hop just a little more shit could hit the fan this week .	1	0	0	[0.03994088992476463, 0.09069730341434479, 0.0336456224322319, 0.06613840162754059, 0.0336456224322319, 0.0914582833647728, 0.0914582833647728, 0.0914582833647728, 0.0336456224322319, 0.09145516902208328, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319, 0.0336456224322319]	[0.0637885108590126, 0.12228422611951828, 0.0898577868938446, 0.01655910164117813, 0.12087754160165787, 0.07128117233514786, 0.018338140100240707, 0.12206481397151947, 0.028485769405961037, 0.016646258533000946, 0.017720092087984085, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496, 0.034677423536777496]
